sentence,title,author,year,chunk_id,inferred_emotion,inferred_emotion
"It is not clear whether this is spoken for the direction of
women in general in the Church, or for the wives of deacons.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_251,confusion,confusion
"To say nothing of reading the Bible, what would this
learned man have thought of a woman translating it, and five times at
that!",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_110,neutral,neutral
"The Apostles all appeared to be much exercised by the ornaments and
the braided hair of the women.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_245,neutral,neutral
"Now as it is manifest that both of these stories cannot be true;
intelligent women, who feel bound to give the preference to either, may
decide according to their own judgment of which is more worthy of an
intelligent woman's acceptance.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_010,neutral,neutral
"How then is it possible to make woman
an afterthought?",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_008,confusion,confusion
"Josephus says that all the court
heard his command; hence, while he was showing the glory of his court,
he also showed that he had a wife who would do as she pleased.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_183,neutral,neutral
"Could Paul have looked down to the nineteenth century with clairvoyant
vision and beheld the good works of a Lucretia Mott, a Florence
Nightingale, a Dorothea Dix and Clara Barton, not to mention a host of
faithful mothers, he might, perhaps, have been less anxious about the
apparel and the manners of his converts.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_246,neutral,neutral
"Remove from Bible lands the busy brains and hands which have guided
the plow and the locomotive, driven the machinery of the mine, the
foundry, the factory, the home, the mental and the physical labor which
have brought material prosperity, broadened the mind, subdued the
brutal instincts, and humanized the race--remove all these and leave
but the Bible and its influence, and where, let me, ask, would woman be
to-day?",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_279,neutral,neutral
"The word lady was always used in
addressing, or speaking of one who was an acknowledged superior.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_256,neutral,neutral
"The point of interest to us is whether
women were disqualified, not being circumcised, or whether as members
of the congregation they could slip in under the provision in the 47th
verse, and enjoy the unleavened bread and nice roast lamb with the men
of their household.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_057,neutral,neutral
"It was her
diplomacy that secured the child's own mother for his nurse in the
household of the King of Egypt.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_075,neutral,neutral
"While Paul, the Apostle of the Gentiles, and the chief writer in the
New Testament, condemned woman to silence in the Church and to strict
obedience to her husband, making her thereby inferior to the man, the
Old Testament gave free scope to the development of the Holy Spirit in
woman.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_202,neutral,neutral
"Whittier, John G.
Willard, Emma.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_114,neutral,neutral
"Josephus says that Herodias was niece both to her former husband,
Philip, and to Herod, with whom she at this time lived.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_210,neutral,neutral
"Now the name of the man was Nabal, and the name of his wife Abigail;
and she was a woman of good understanding, and of a beautiful
countenance: but the man was churlish and evil in his doings.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_153,admiration,admiration
"There are lofty
examples of good and true men and women, all worthy our acceptance and
imitation whose lustre cannot be dimmed by the false sentiments and
vicious characters bound up in the same volume.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_006,admiration,admiration
"""Women in
like manner must be grave, not slanderers, temperate, faithful in all
things.""",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_251,neutral,neutral
"But that, from the earliest record of human events, woman
should have been condemned and punished for trying to get knowledge,
and forbidden to impart what she has learned, is the most unaccountable
peculiarity of masculine wisdom.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_246,neutral,neutral
"17 For this deed shall come abroad unto all women, so that they shall
despise their husbands.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_182,neutral,neutral
To tempt her he sends a basket of apples by a messenger.,The Woman's Bible,Elizabeth Cady Stanton,1895,EC_021,neutral,neutral
"For
instance, the word translated obey between husband and wife, is in but
one instance in the New Testament the word used between master and
servant, parent and child, but is the word that in other places is
translated defer.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_024,neutral,neutral
"You cannot find a
direct command of God or Christ for the wife to obey the husband.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_024,neutral,neutral
"We
find from John, who was also present, that Mary the mother of Jesus was
a spectator of this distressing scene.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_217,sadness,sadness
"And Esau was forty years old when he took to wife Judith the
daughter of Beeri the Hittite, and Bashemath the daughter of Elon the
Hittite; 35 Which were a grief of mind unto Isaac and to Rebekah.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_037,neutral,neutral
"And although the degree of enlightenment attained shows that science
and the instructions of the angel to Manoah's wife agree, this
knowledge does not protect the unborn child from the effects of the
use by the mothers of to-day of wine, strong drink and
unclean food.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_136,approval,approval
"Commentators seem to
agree as to its capacity to accommodate men, women, children, animals,
and the food necessary for their preservation.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_023,approval,approval
"However widely the
authorities differ as to Ruth's genealogical tree, they all agree that
she was a remarkably sincere, refined, discreet maiden, a loving
daughter and an honored wife.""",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_142,admiration,admiration
"In getting all they could out of Laban, Jacob and Rachel seem to have
been of one mind.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_040,neutral,neutral
"34 Let your women keep silence in the churches: for it is not
permitted unto them to speak; but they are commanded to be under
obedience, as also saith the law.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_243,neutral,neutral
"She reminds the king of his vow
to her that Solomon, her son, should be his successor to his throne.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_160,neutral,neutral
"And when he came into her tent, behold, Sisera lay dead, and the nail
was in his temples.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_127,neutral,neutral
"This was entirely wrong: David should have arisen from his bed and
done reverence to this woman, his wife, bowing his face to the earth.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_162,disapproval,disapproval
"And the woman bare a son: and when she saw that he was a goodly
child, she hid him three months.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_052,neutral,neutral
"Then came there two women unto the king, and stood before him.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_161,neutral,neutral
"His
words of seeming disrespect to her, simply meant to imply that he had
an important work to do, that his duties to humanity were more to him
than the ties of natural affection.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_218,neutral,neutral
"Chalmers
conjectures that if Priscilla really did help Paul, it must have been
as ""a teacher of women and children,"" even while the fact stares him in
the face that she was a recognized teacher of the man whom Paul
specially and emphatically pronounces his own equal.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_239,neutral,neutral
"Ruth
secretly made her own, having decided to go with Naomi to the land of
Judea.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_142,neutral,neutral
"It is almost
terrible to look back upon the state of women sixty years ago, upon the
manner in which they were viewed by the law, and the scanty provision
made for their welfare, and the gross injustice, the flagrant
injustice, the shameful injustice, to which in certain particulars they
were subjected.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_269,sadness,sadness
"The wife who places her destiny in the keeping of
the father of her children bestows upon him the wealth of her
affection, who is to bear the blood and the name of her husband to
conquests yet undreamed of, and to generations yet unborn, is by Divine
decree made a fountain of iniquity.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_271,neutral,neutral
"""Every bird of wing,"" cattle and living things of the
earth, the fish of the sea and the ""birds of the heavens,"" then man,
and last and crowning glory of the whole, woman.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_011,neutral,neutral
"It has come at last, as it was bound to come--the emancipated woman's
Bible.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_117,neutral,neutral
"She was considered an ornament to her Christian
profession; for she so abounded in good works and alms-deeds that her
whole life was devoted to the wants and the needs of the poor.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_233,admiration,admiration
"While making the wife's toilet they no doubt
chatted quite freely of what was going on in the outside world.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_178,neutral,neutral
"And it came to pass, when she saw that he had left his garment in
her hand and was fled forth, 14 That she called unto the men of her house, and spake unto them,
saying, See, he hath brought in a Hebrew unto us to mock us; he came in
unto me, and I cried with a loud voice: 15",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_047,neutral,neutral
"The uncles
of these girls had their eyes on the property and perhaps feared that
their sons had not found favor in the eyes of their cousins, as they
might have seen and admired some fine looking young men from other
tribes.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_090,neutral,neutral
"As soon as Jesus rebuked the fever,
she was able without delay to rise and to wait on Jesus and his
disciples.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_211,neutral,neutral
"Wherever woman is found, they
are found.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_281,neutral,neutral
"One
code of morals for men, another for women.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_069,neutral,neutral
"This one woman
has been lifted above her place; and all women have fallen
correspondingly below it.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_264,neutral,neutral
"The Homeric conception of woman towers like the
Norway pine above the noxious growth of the Mosaic ideal.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_271,neutral,neutral
"Men may consider this a small matter on which to make a
point, but in restoring woman's equality everywhere we must insist on
her recognition in all these minor particulars, and especially in the
Bible, to which people go for their authority on the civil and social
status of all womankind.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_072,approval,approval
"How little these people knew of the Great Intelligence
behind the laws of the universe, with whom they pretended to talk in
the Hebrew language, and from whom they claimed to have received
directions as to their treatment of women?",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_124,neutral,neutral
"His mother having told him that she and his father had
been seeking him, he replied: ""How is it that ye sought me?",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_231,neutral,neutral
"And
she said, Nay, thou man of God, do not lie unto thine handmaid.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_176,neutral,neutral
"And he said to Gehazi his servant, Call this Shunammite.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_176,neutral,neutral
"And he laid his hands on her: and immediately she was made
straight, and glorified God.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_223,neutral,neutral
"We scarce take up a paper that does not
herald some outrage committed on a matron on her way to church, or the
little girl gathering wild flowers on her way to school; yet you cannot
go so low down in the scale of being as to find men who will enter our
churches to desecrate the altars or toss about the emblems of the
sacrament; because they have been educated with some respect for
churches, altars and sacraments.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_056,neutral,neutral
"I Dedicate This Volume To Susan B. Anthony, My Steadfast Friend For Half A Century.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_113,admiration,admiration
"Chapter xxvii gives the
details of the manner that Jacob and his mother betrayed Isaac into
giving the blessing to Jacob intended for Esau.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_037,neutral,neutral
"To-day, in free America, a wife cannot collect damages for injury to
her person by a municipality.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_247,neutral,neutral
"It is seldom that the age and death of any woman, are recorded by the
sacred historian, but Sarah seems to have been specially honored, not
only in the mention of her demise and ripe years, but in the tender
manifestations of grief by Abraham, and
his painstaking selection of her burial place.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_027,admiration,admiration
"Nevertheless neither is the man without the woman, neither the
woman without the man, in the Lord.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_242,neutral,neutral
"Esther, the orphaned and adopted daughter of Mordecai the Jew, was the
favored maiden.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_188,neutral,neutral
"It was just so in the American Revolution, in 1776, the first delicacy
the men threw overboard in Boston harbor was the tea, woman's favorite
beverage.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_063,neutral,neutral
"Taken esoterically, as
all ancient Oriental writings must be to get their full significance,
it is an inspiration to woman to-day to stand for her liberty.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_030,admiration,admiration
"And thou shalt rejoice in thy feast, thou, and thy son, and thy
daughter, and thy manservant, and thy maidservant, and the Levite, the
stranger, and the fatherless, and the widow, that are within thy gates.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_096,neutral,neutral
"This resolution, adopted, will be a
vote of censure upon a woman who is without a peer in intellectual and
statesmanlike ability; one who has stood for half a century the
acknowledged leader of progressive thought and demand in regard to all
matters pertaining to the absolute freedom of women.""",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_286,neutral,neutral
"If civilization is
due entirely to the teachings of the Bible, then, as claimed, woman
owes to Christianity all the ""consideration"" which she receives.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_276,neutral,neutral
"The widow's gift no doubt might have represented more generosity than
all beside, for the large donations of the rich were only a part of
their superfluities, and bore a small proportion to the abundance which
they still had, but she gave in reality of her necessities.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_220,neutral,neutral
"The spirit is the same in all periods and languages, hostile to
her as an equal.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_006,neutral,neutral
"With Philip's four daughters, all endowed with the
spirit of prophecy, and Priscilla as a teacher of great principles to
the orators of her time, and one of Paul's chosen travelling companions,
women are quite highly honored in the Book of Acts, if we except the
tragedy of the unfortunate wife who obeyed her husband.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_235,admiration,admiration
"It was the custom among women to celebrate the triumphs of their
warriors after a great battle in spectacular performances.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_150,admiration,admiration
"Scott in his
commentaries gives her name as Salome.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_212,neutral,neutral
"Thou art my Mother, Thou my Father!""",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_100,neutral,neutral
"16, verses 3-5), but
specially commends Phebe, a Greek woman, as a minister (diakonos),
which, as we have seen, may be legitimately interpreted either
presbyter, bishop, or Apostle.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_239,neutral,neutral
"She was known in the city as a great
and good woman.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_177,admiration,admiration
"And the other woman said, Nay; but the living is my son, and the
dead is thy son.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_161,neutral,neutral
"The
decision whether she should go or stay, was left wholly with herself,
and her nurse and servants accompanied her.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_034,neutral,neutral
"It is interesting to see
mat in all national emergencies, leading men are quite willing to avail
themselves of the craft and cunning of women, qualities uniformly
condemned when used for their own advantage.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_121,admiration,admiration
"Jael imagined herself in
the line of her duty and specially called by the Lord to do this
service for his people.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_128,neutral,neutral
And Solomon told her all her questions.,The Woman's Bible,Elizabeth Cady Stanton,1895,EC_164,neutral,neutral
"Canon law, framed by the priesthood, compiled as early as the ninth
century, has come down in effect to the nineteenth, making woman
subordinate in civil law.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_250,neutral,neutral
"There was
nothing in the Norse mythology that taught the degradation of woman,
and the lay of Sigdrifa, in the Edda, is one of the noblest conceptions
of the character of woman in all literature.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_020,neutral,neutral
"But when Herod was dead, behold, an angel of the Lord appeareth in
a dream to Joseph 20 Saying, Arise, and take the young child and his mother, and go into
the land of Israel.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_209,neutral,neutral
"And Pharaoh's daughter said to her, Go.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_052,neutral,neutral
"Believe me, honored co-worker for the enfranchisement of women, Yours with sisterly regard, Frances E. Willard.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_274,admiration,admiration
"Hannah bore a son and named him Samuel, which signifies
""heard of the Lord,"" or given by the Lord.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_149,neutral,neutral
"Esther was destined to play an
important part in the salvation of her people from the destructive
purposes of Haman, who had been ""set above all the princes who were
with him.""",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_188,neutral,neutral
"It was Paula who
suggested and inspired the undertaking, furnishing the expensive works
of reference, without which it would have been impossible, and being
herself a woman of fine intellect, highly trained, and an excellent
Hebrew scholar, revised and corrected Jerome's work; then, finally,
assisted by her brilliant daughter, Eustochium, performed the enormous
task of copying it accurately for circulation.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_225,admiration,admiration
"Neither Mary nor Joseph remembered nor fully understood what
the angel had told them concerning the mission of their child; neither
did they comprehend the answer of Jesus.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_222,neutral,neutral
And I gave her space to repent; and she repented not.,The Woman's Bible,Elizabeth Cady Stanton,1895,EC_259,neutral,neutral
"The Christians in Ethiopia say to this day
that she came from their country, and that Candace, spoken of in Acts
viii., 27, was her successor.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_165,neutral,neutral
"With these pen pictures of the foolish, contentious wife contrasted
with the more gracious woman, surely every reader of common sense will
try to follow the example of the latter.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_193,neutral,neutral
"This is sufficient refutation of the argument of the clergyman who
strives to clear the character of Paul at the expense of the character
of the women of Corinth.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_237,neutral,neutral
"So when they continued asking him, he lifted up himself, and said
unto them, He that is without sin among you, let him first cast a stone
at her.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_227,neutral,neutral
"As usual in our own day the Jewish women were allowed to
give generously, work untiringly and beg eloquently to build altars and
Tabernacles to the Lord, to embroider slippers and make flowing robes
for the priesthood, but they could not enter the holy of holies or take
any active part, in the services.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_065,neutral,neutral
"A few passing
remarks where ever we find the mention of woman is about all we can
vouchsafe.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_048,neutral,neutral
"A most
laudably intended attempt to excuse Paul for the inexcusable passages
attributed to his authorship has been made by a clergyman, who,
accepting them as genuine Pauline utterances, endeavors to show that
they were meant to apply, only to Greek female converts, natives of
Corinth, and that the command to cover the head and to keep silent in
public was warranted, both because veiling the head and face was a
Grecian custom, and because the women of Corinth were of notoriously
bad character.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_237,neutral,neutral
"And when the wife of Uriah heard that her husband was dead, she
mourned for her husband.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_157,sadness,sadness
"As men make and execute
the laws, prescribe and administer the punishment, ""trials by a jury or
ordeal"" for women though seemingly fair, are never based on principles
of equity.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_073,neutral,neutral
"She was married to the king of the
Emerines, Azizas; but she left her husband and went to live with Felix.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_235,neutral,neutral
"And lo, while she yet talked with the king, Nathan the prophet also
came in.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_159,neutral,neutral
"I would fain teach women that self-development is a higher
duty than self-sacrifice.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_063,neutral,neutral
"And Jacob set a pillar upon her grave: that is the pillar of
Rachel's grave unto this day.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_044,neutral,neutral
"No other class of teachers
have such prestige and power, especially over woman.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_097,neutral,neutral
"And it came to pass, when he saw her, that he rent his clothes, and
said, Alas, my daughter!",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_131,neutral,neutral
"The man has more prominence than the woman in the Bible because the
masculine characters in their succession represent man as a whole--
generic man.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_106,neutral,neutral
"As the text suggests no such idea, we have a right to
assume that her conduct and conversation were pre-eminently judicious.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_165,approval,approval
"She
was alone at some distance from her family.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_034,neutral,neutral
"He then called and labored with her as to the sinfulness of
the proceedings, and at parting commanded her either to cover her bead
or stay away from church altogether.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_077,neutral,neutral
"A kneeling wife at this era of civilization is proof that the
degradation of woman continues from the time of Bath-sheba to that of
Alexandria.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_162,neutral,neutral
We do not like her views of marriage and divorce.,The Woman's Bible,Elizabeth Cady Stanton,1895,EC_115,disapproval,disapproval
"And Abimelech called Isaac, and said Behold, or a surety she is thy
wife; and how saidst thou, She is my sister?",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_037,neutral,neutral
"And in all the land were no women found so fair as the daughters of
Job; and their father gave them inheritance among their brethren.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_190,neutral,neutral
"Is she
fair to look upon is the criterion.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_188,neutral,neutral
"Therefore in the resurrection, whose wife shall she be of the
seven?",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_213,curiosity,curiosity
"There shall not be found among you any one that maketh his son or
his daughter to pass through the fire, or that useth divination, or an
observer of times, or an enchanter, or a witch, 11 Or a charmer, or a consulter with familiar spirits, or a wizard, or
a necromancer, 12 For all that do these things are an abomination unto the Lord.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_098,neutral,neutral
"It
contains brief mention of a few women of varied characters and
fortunes.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_232,neutral,neutral
"The scene between Naomi and her daughters in parting was most
affectionate.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_142,love,love
"Down these nineteen centuries in a portion of the
Christian Church the contempt for woman which Paul projected into
Christianity has been perpetuated.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_248,neutral,neutral
"Yet, to do Jezebel justice, we must ask ourselves, how did the
assumedly good Elijah proceed in order to persuade her of the
superiority of his truth?",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_174,neutral,neutral
"Answer, ye five
hundred thousand outcast women of Christian America, who should have
been five hundred thousand blessings, bearing humanity in your
unvitiated blood down the streams of time.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_272,neutral,neutral
"But no rebuke to woman ever fell from his lips save
the gentle one to Martha, that she cared too much for her home and her
nice housekeeping.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_283,caring,caring
"This spirit of
evil evidently existed before the supposed fall of man, hence woman was
not the origin of sin as so often asserted.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_012,neutral,neutral
"She evidently forgot that maternity was intended as a
curse on all Eve's daughters, for the sin of the first woman, and all
merry-making on such occasions was unpardonable.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_026,neutral,neutral
"There came unto him a woman having an alabaster box of very precious
ointment, and poured it on his head.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_216,neutral,neutral
"35 And thirty and two thousand persons in of women that had not known
man.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_087,neutral,neutral
"2 Male and female created he them; and blessed them, and called their
name Adam, in the day when they were created.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_021,neutral,neutral
"""Her husband with her"" are the words of v. 6.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_016,neutral,neutral
"Comparatively few women, who have fulfilled the
special function which man assigns to them as their chief duty in life,
lack the adornment of good works.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_246,neutral,neutral
"But the great lawgiver seems to
have ignored the fact, or been ignorant of it, that transmission of
race qualities is even greater through the female line than through the
male, and if they kept the women children for themselves they were
making sure the fact that in days to come there would be Jewish
descendants who might be Jews in name, but, through the law of
heredity, aliens in spirit.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_089,neutral,neutral
"The woman could not understand Jesus' words because she had no
conviction of sin nor desire for a purer, better life; and as soon as
possible she changed the subject of the conversation from her private
life to the subjects of controversy between the Jews and the Samaritans.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_227,neutral,neutral
"E. C. S. All we know about Jezebel is told us by a rival religionist, who hated
her as the Pope of Rome hated Martin Luther, or as an American A. P. A.
now hates a Roman Catholic.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_173,neutral,neutral
"And she said to the king, It was a true report that I heard in mine
own land of thy acts and of thy wisdom.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_164,admiration,admiration
"And when he had called the saints and widows, he presented her alive.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_233,neutral,neutral
"Only the
thoughful, {sic} independent wife can administer the laws and the rules
necessary for her own wellbeing and that of her offspring.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_134,neutral,neutral
"Dear Mrs. Stanton:--I believe, as you said in your birthday address,
that ""women ought to demand that the Canon law, the Mosaic code, the
Scriptures, prayer-books and liturgies be purged of all invidious
distinctions of sex, of all false teaching as to woman's origin,
character and destiny.""",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_263,neutral,neutral
"E. C. S. No body of ecclesiastics has taught the message of the angel of the
Lord to Manoah's wife as a message of direction from the Lord to save
the race from the disastrous results of strong drink and impure food.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_136,neutral,neutral
"Solomon's reception was most cordial
and respectful, and he conversed with her as he would with a friendly
king coming to visit from afar.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_165,admiration,admiration
"To this end he had a
private interview with the midwives, two women, Shiphrah and Puah, and
laid his commands upon them.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_050,neutral,neutral
"The poet, the artist,
the novelist of our own day, are more hopeful prophets for the mother
of the race than those who have spoken in the Scriptures.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_097,neutral,neutral
"If we wish to find what the Bible thinks of woman, all that is
necessary to do is to read it.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_282,neutral,neutral
"The Hebrew laws regulating the relations of men and
women are never complimentary to the latter.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_060,neutral,neutral
"Then as now names for women and
slaves are of no importance; they have no individual life, and why
should their personality require a life-long name?",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_053,neutral,neutral
"Then she fell down straightway at his feet, and yielded up the ghost.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_232,neutral,neutral
"Woman did not
bring this subtle agency into activity.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_248,neutral,neutral
"It was the custom among the Mayas for the oldest son of the
king to be a priest, and the second son to marry the oldest daughter.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_020,neutral,neutral
"The Nazarites, both men and women, allowed their hair to grow long, as
the hair of the Nazarine was a token of subjection, the man to God, the
woman to man.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_076,neutral,neutral
"In great revival
seasons in our own day, one will always see a dozen women on the
anxious seat to one man, and the same at the
communion table.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_179,neutral,neutral
"And the woman arose, and did after the saying of the man of God: 3",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_178,neutral,neutral
"And, behold, a woman of Canaan cried unto him, saying, Have mercy
on me, O Lord, thou son of David; my daughter is grievously vexed with
a devil.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_211,sadness,sadness
"To tell her the truth would rend the temple of faith in twain and
strike terror to the heart of the priest at the altar.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_279,fear,fear
Sarah's strength of character is shown all through her history.,The Woman's Bible,Elizabeth Cady Stanton,1895,EC_028,admiration,admiration
