,character
39058,dorothea
39059,casaubon
39060,dorothea
39061,casaubon
39062,dorothea
39063,casaubon
39064,dorothea
39065,casaubon
39066,comme
39067,coeur se donne
39068,jamais rien
39069,alfred de musset
39070,will ladislaw
39071,casaubon
39072,dorothea
39073,will
39074,casaubon
39075,casaubon
39076,dorothea
39077,madonna
39078,casaubon
39079,casaubon
39080,library
39081,casaubon
39082,casaubon
39083,library
39084,casaubon
39085,casaubon
39086,casaubon
39087,dorothea
39088,casaubon
39089,adolf naumann
39090,marlowe
39091,tamburlaine
39092,casaubon
39093,dorothea
39094,tamburlaine
39095,dorothea
39096,casaubon
39097,dorothea
39098,dorothea
39099,casaubon
39100,dorothea
39101,naumann
39102,casaubon
39103,dorothea
39104,dorothea
39105,casaubon
39106,dorothea
39107,dorothea
39108,casaubon
39109,casaubon
39110,casaubon
39111,casaubon
39112,casaubon
39113,dorothea
39114,casaubon
39115,dorothea
39116,casaubon
39117,dorothea
39118,casaubon
39119,casaubon
39120,casaubon
39121,casaubon
39122,casaubon
39123,casaubon
39124,dorothea
39125,casaubon
39126,casaubon
39127,casaubon
39128,casaubon
39129,casaubon
39130,dorothea
39131,dorothea
39132,dorothea
39133,miss brooke
39134,casaubon
39135,schön
39136,aquinas
39137,casaubon
39138,dorothea
39139,will
39140,dorothea
39141,casaubon
39142,will
39143,will
39144,casaubon
39145,dorothea
39146,casaubon
39147,lowick
39148,dorothea
39149,dorothea
39150,dorothea
39151,dorothea
39152,celia
39153,dorothea
39154,dorothea
39155,dorothea
39156,dorothea
39157,lowick
39158,lowick
39159,dorothea
39160,casaubon
39161,casaubon
39162,dorothea
39163,casaubon
39164,dorothea
39165,casaubon
39166,casaubon
39167,dorothea
39168,casaubon
39169,paracelsus
39170,chus
39171,mizraim
39172,dorothea
39173,casaubon
39174,casaubon
39175,dorothea
39176,casaubon
39177,dorothea
39178,casaubon
39179,dorothea
39180,casaubon
39181,casaubon
39182,dorothea
39183,dorothea
39184,dorothea
39185,dorothea
39186,dorothea
39187,dorothea
39188,casaubon
39189,will
39190,casaubon
39191,dorothea
39192,casaubon
39193,casaubon
39194,will
39195,casaubon
39196,dorothea
39197,casaubon
39198,ladislaw
39199,dorothea
39200,ladislaw
39201,dorothea
39202,casaubon
39203,dorothea
39204,mr casaubon
39205,dorothea
39206,casaubon
39207,dorothea
39208,casaubon
39209,dorothea
39210,dorothea
39211,fred vincy
39212,bambridge
39213,bambridge
39214,fred
39215,bambridge
39216,fred
39217,fred
39218,"fred
felt"
39219,fred
39220,fred
39221,vincys
39222,vincy
39223,vincy
39224,fred
39225,fred
39226,fred
39227,fred
39228,fred
39229,fred
39230,garths
39231,fred
39232,garths
39233,featherstone
39234,garth
39235,mary
39236,fred
39237,garths
39238,garth
39239,vincy
39240,garth
39241,garth
39242,lindley murray
39243,mangnall
39244,mary
39245,vincy
39246,garths
39247,fred
39248,mary
39249,featherstone
39250,vincy
39251,garths
39252,fred
39253,fred
39254,garth
39255,mary
39256,garth
39257,fred
39258,fred
39259,fred
39260,"caleb
garth"
39261,fred
39262,james chettam’s
39263,garth
39264,fred
39265,vincy
39266,fred
39267,fred
39268,fred vincy
39269,fred vincy
39270,fred
39271,fred
39272,fred
39273,garth
39274,fred
39275,fred
39276,fred
39277,vincy
39278,fred
39279,garth
39280,mary
39281,houndsley
39282,fred
39283,fred
39284,fred
39285,majesty george
39286,horrock
39287,horrock
39288,fred
39289,horrock
39290,horrock
39291,bambridge
39292,bambridge
39293,bambridge
39294,fred
39295,bambridge
39296,peg
39297,fred
39298,bambridge
39299,fred
39300,bambridge
39301,fred
39302,horrock
39303,fred
39304,fred
39305,bambridge
39306,diamond
39307,fred
39308,fred
39309,"fred
felt"
39310,diam
39311,fred
39312,fred
39313,fred
39314,fred
39315,garth
39316,bambridge
39317,shakespeare
39318,fred
39319,garth
39320,fred felt
39321,garth
39322,garth
39323,"fred
"
39324,fred
39325,garth
39326,mary
39327,mary
39328,fred
39329,"fred
vincy"
39330,fred
39331,mary garth
39332,garth
39333,fred
39334,garth
39335,mary
39336,fred
39337,garth
39338,mary
39339,garth
39340,garth
39341,garth
39342,garth
39343,garth
39344,fred vincy
39345,mary
39346,fred
39347,mary
39348,fred
39349,garth
39350,sally
39351,garth
39352,mary
39353,garth
39354,ben
39355,ben
39356,garth
39357,lindley murray
39358,ben
39359,garth
39360,job
39361,ben
39362,letty
39363,job
39364,ben
39365,letty
39366,ben
39367,garth
39368,ben
39369,ben
39370,ben
39371,garth
39372,ben
39373,ben
39374,letty
39375,letty
39376,ben
39377,ben
39378,letty
39379,ben
39380,letty
39381,garth
39382,letty
39383,ben
39384,ben
39385,letty
39386,ben
39387,ben
39388,garth
39389,letty
39390,fred
39391,letty
39392,fred
39393,garth
39394,letty
39395,garth
39396,fred
39397,fred
39398,garth
39399,fred
39400,garth
39401,garth
39402,fred
39403,ben
39404,fred
39405,fred
39406,fred
39407,ben
39408,mary to-day
39409,fred
39410,ben
39411,garth
39412,fred
39413,mary to-day
39414,fred
39415,ben
39416,garth
39417,fred
39418,ben
39419,garth
39420,fred
39421,garth
39422,garth
39423,garth
39424,hanmer
39425,garth
39426,fred
39427,garth
39428,fred
39429,fred
39430,garth
39431,garth
39432,fred
39433,garth
39434,garth
39435,susan
39436,fred
39437,garth
39438,fred
39439,fred
39440,garth
39441,fred
39442,fred
39443,garth
39444,susan
39445,garth
39446,mary
39447,garth
39448,fred
39449,garths
39450,garth
39451,garth
39452,fred
39453,susan
39454,caleb
39455,fred
39456,susan
39457,caleb
39458,fred
39459,garth
39460,fred
39461,garths
39462,fred vincy
39463,garth
39464,susan
39465,susan
39466,mary
39467,mary
39468,susan
39469,fred
39470,caleb garth
39471,garths
39472,fred vincy
39473,mary
39474,mary
39475,piozzi
39476,johnson
39477,mary
39478,piozzi
39479,johnson
39480,mary
39481,mary
39482,fred
39483,mary
39484,fred
39485,mary
39486,mary
39487,hanmer
39488,mary
39489,mary
39490,mary
39491,mary
39492,mary
39493,mary—don’t
39494,featherstone
39495,alfred
39496,fred
39497,featherstone
39498,mary
39499,mary
39500,fred
39501,mary
39502,mary
39503,mary
39504,mary
39505,mary
39506,fred
39507,mary
39508,featherstone
39509,fred
39510,mary
39511,mary
39512,mary
39513,bowyer
39514,beck
39515,mary
39516,fred
39517,mary
39518,fred
39519,mary
39520,fred
39521,mary
39522,mary
39523,mary
39524,mary
39525,featherstone
39526,mary
39527,featherstone
39528,mary
39529,mary
39530,susan
39531,fred
39532,mary
39533,susan
39534,fred
39535,mary
39536,mary
39537,mary
39538,fred
39539,fred
39540,mary
39541,mary
39542,fred
39543,mary
39544,garth
39545,mary
39546,mary
39547,mary
39548,fred
39549,garth
39550,mary
39551,mary
39552,mary
39553,featherstone
39554,fred vincy
39555,cressida
39556,fred
39557,wrench
39558,minchin
39559,fred
39560,wrench
39561,vincy
39562,fred
39563,rosamond
39564,lydgate
39565,ellen bulstrode
39566,vincy
39567,fred
39568,vincy
39569,wrench
39570,vincy
39571,wrench
39572,fred
39573,peacock
39574,wrench
39575,larcher
39576,vincy
39577,vincy
39578,fred
39579,wrench
39580,wrench
39581,fred
39582,wrench
39583,wrench
39584,lydgate
39585,lydgate
39586,vincy
39587,wrench
39588,vincy
39589,vincy
39590,fred
39591,lucy
39592,vincy
39593,vincy
39594,wrench
39595,bulstrode
39596,wrench
39597,wrench
39598,vincy
39599,wrench
39600,vincy
39601,wrench
39602,wrench
39603,wrench
39604,wrench
39605,wrench
39606,lydgate
39607,vincy
39608,vincy
39609,lydgate
39610,bulstrode
39611,taft
39612,lydgate
39613,farebrother
39614,lydgate
39615,farebrother
39616,lydgate
39617,lydgate
39618,muse
39619,muse
39620,vincy
39621,fred
39622,wrench
39623,lydgate
39624,lydgate
39625,morgan
39626,fred
39627,vincy
39628,fred
39629,wrench
39630,lydgate
39631,fred
39632,vincy
39633,vincy
39634,rosamond
39635,rosamond
39636,rosamond
39637,fred
39638,sprague
39639,vincy
39640,fred
39641,vincy
39642,featherstone
39643,fred
39644,peter featherstone
39645,vincy
39646,fred
39647,mary
39648,fred
39649,fred
39650,vincy
39651,fred
39652,rosamond
39653,vincy
39654,fred
39655,rosamond
39656,rosamond
39657,vincy
39658,caius larcher
39659,satin stocks
39660,fred
39661,rosamond
39662,lydgate
39663,rosamond
39664,lemon
39665,fred
39666,lydgate
39667,farebrother
39668,lydgate
39669,bulstrode
39670,ned plymdale
39671,tête-à-tête
39672,rosamond
39673,ned
39674,s.
39675,ned
39676,lydgate
39677,ned
39678,rosamond
39679,lydgate
39680,rosamond
39681,fred
39682,fred
39683,lydgate
39684,ned
39685,lydgate
39686,rosamond
39687,lydgate
39688,rosamond
39689,lydgate
39690,lady blessington
39691,l. e. l.” rosamond
39692,walter scott
39693,lydgate
39694,scott
39695,rosamond
39696,lydgate
39697,ned
39698,lydgate
39699,vincy
39700,plymdale
39701,lydgate
39702,circumstance
39703,rosamond
39704,james chettam
39705,lowick manor
39706,casaubon
39707,lowick manor
39708,dorothea
39709,dorothea
39710,dorothea
39711,casaubon
39712,tucker
39713,dorothea
39714,casaubon
39715,julia
39716,will ladislaw
39717,dorothea
39718,dorothea
39719,dorothea
39720,dorothea
39721,tucker
39722,casaubon
39723,brooke
39724,casaubon
39725,dorothea
39726,brooke
39727,casaubon
39728,dorothea
39729,brooke
39730,brooke
39731,aquinas
39732,aquinas
39733,aquinas
39734,casaubon
39735,dorothea
39736,celia
39737,dorothea
39738,dorothea
39739,cadwallader
39740,lady chettam
39741,dorothea
39742,james
39743,dorothea
39744,celia
39745,lady chettam
39746,kitty
39747,james
39748,dorothea
39749,kitty
39750,james
39751,dorothea
39752,casaubon
39753,dorothea
39754,dorothea
39755,james
39756,casaubon
39757,casaubon
39758,dorothea
39759,casaubon
39760,dorothea
39761,casaubon
39762,casaubon
39763,miss brooke
39764,casaubon
39765,dorothea
39766,casaubon
39767,casaubon
39768,casaubon
39769,mythologies
39770,brasenose
39771,casaubon
39772,brasenose
39773,casaubon
39774,casaubon
39775,casaubon
39776,edward casaubon
39777,dorothea
39778,casaubon
39779,warburton
39780,casaubon
39781,warburton
39782,brasenose
39783,casaubon
39784,casaubon
39785,casaubon
39786,dorothea
39787,celia
39788,lowick
39789,james
39790,dorothea
39791,dorothea
39792,ladislaw
39793,casaubon
39794,casaubon
39795,dorothea
39796,dorothea
39797,dorothea
39798,john milton
39799,casaubon
39800,casaubon
39801,dorothea
39802,casaubon
39803,dorothea
39804,dorothea
39805,casaubon
39806,dorothea
39807,dorothea
39808,casaubon
39809,dorothea
39810,dorothea rang
39811,casaubon
39812,james chettam
39813,casaubon
39814,james
39815,casaubon
39816,dorothea
39817,james
39818,james
39819,dorothea
39820,lydgate
39821,messenger
39822,james chettam
39823,lydgate
39824,james
39825,dorothea
39826,celia
39827,james
39828,casaubon
39829,dorothea
39830,james
39831,james
39832,dorothea
39833,james
39834,james
39835,celia
39836,dorothea
39837,brooke
39838,james
39839,james
39840,james
39841,dorothea
39842,casaubon
39843,casaubon
39844,brooke
39845,casaubon
39846,casaubon
39847,brooke
39848,dorothea
39849,casaubon
39850,dorothea
39851,casaubon
39852,casaubon
39853,casaubon
39854,now!—he
39855,peel
39856,casaubon
39857,brooke
39858,dorothea
39859,lowick
39860,casaubon
39861,dorothea
39862,dorothea
39863,casaubon
39864,dorothea
39865,casaubon
39866,dorothea
39867,casaubon
39868,dorothea
39869,casaubon
39870,dorothea
39871,lydgate
39872,casaubon
39873,dorothea
39874,lydgate
39875,dorothea
39876,dorothea
39877,dorothea
39878,wha
39879,dorothea
39880,dorothea
39881,casaubon
39882,dorothea
39883,casaubon
39884,dorothea
39885,casaubon
39886,dorothea
39887,casaubon
39888,dorothea
39889,casaubon
39890,casaubon
39891,casaubon
39892,casaubon
39893,lowick
39894,poste restante
39895,casaubon
39896,dorothea
39897,lowick
39898,lowick
39899,dorothea
39900,casaubon
39901,brooke
39902,dorothea
39903,casaubon
39904,brooke
39905,brooke
39906,ladislaw
39907,brooke
39908,brooke
39909,brooke
39910,brooke
39911,celia
39912,dorothea
39913,dorothea
39914,miss vincy
39915,casaubon
39916,rosamond
39917,lowick manor
39918,rosamond
39919,chettams
39920,lydgate
39921,rosamond
39922,mademoiselle de montmorenci
39923,vincy
39924,vincy
39925,fred
39926,mary garth
39927,fred
39928,aunt bulstrode
39929,lowick gate
39930,rosamond
39931,bulstrode
39932,fred
39933,aunt bulstrode
39934,bulstrode
39935,bulstrode
39936,plymdale
39937,bulstrode
39938,bulstrode
39939,plymdale
39940,rosamond
39941,rosamond
39942,plymdale
39943,plymdale
39944,bulstrode
39945,lydgate
39946,selina
39947,bulstrode
39948,ned
39949,plymdale
39950,bulstrode
39951,bulstrode
39952,abraham
39953,harriet
39954,selina
39955,bulstrode
39956,harriet
39957,bulstrode
39958,harriet
39959,kate
39960,vincy
39961,lydgate
39962,bulstrode
39963,rosamond
39964,kate
39965,bulstrode
39966,bulstrode
39967,lydgate
39968,lydgate
39969,rosamond
39970,rosamond
39971,bulstrode
39972,lydgate
39973,rosamond
39974,lydgate
39975,ned plymdale
39976,ned plymdale
39977,bulstrode
39978,lydgate
39979,rosamond
39980,lydgate
39981,rosamond
39982,bulstrode
39983,bulstrode
39984,bulstrode
39985,fred vincy’s
39986,bulstrode
39987,lydgate
39988,lydgate
39989,bulstrode
39990,bulstrode
39991,solomon
39992,proverbs
39993,findeth
39994,farebrother
39995,vincy
39996,ariadne
39997,ariadne
39998,ariadne
39999,ariadne
40000,happily rosamond
40001,bulstrode
40002,vincy
40003,featherstone
40004,vincy
40005,rosamond
40006,vincy
40007,rosamond
40008,rosamond
40009,rosamond
40010,vincy
40011,featherstone
40012,vincy
40013,vincy
40014,vincy
40015,fred
40016,tempest
40017,featherstone
40018,fred
40019,peter
40020,solomon
40021,sister jane
40022,jonah
40023,sister martha
40024,jonah
40025,sister martha
40026,peter
40027,jonah
40028,sister martha
40029,judy
40030,peter
40031,martha
40032,peter
40033,solomon
40034,jane
40035,sister martha
40036,cranch
40037,peter
40038,jonah
40039,mary garth
40040,featherstone
40041,vincy
40042,featherstone
40043,vincy
40044,jonah
40045,jonah
40046,solomon
40047,mary garth
40048,peter
40049,jonah
40050,garth
40051,jonah
40052,garth
40053,mary
40054,jonah
40055,"mary
garth"
40056,jonah featherstone
40057,mary
40058,fred
40059,jonah
40060,fred
40061,tom
40062,jonah
40063,tom
40064,tom
40065,solomon
40066,jane featherstone
40067,waule
40068,mary garth
40069,mary garth
40070,waule
40071,fred
40072,waule
40073,solomon
40074,peter
40075,waule
40076,solomon
40077,peter
40078,peter
40079,peter
40080,peter
40081,solomon
40082,jane
40083,peter
40084,vincy
40085,waule
40086,solomon
40087,fred
40088,solomon
40089,waule
40090,solomon
40091,waule
40092,peter
40093,solomon
40094,peter
40095,solomon
40096,featherstone
40097,solomon
40098,jane
40099,jonah
40100,peter featherstone
40101,waule
40102,mary garth
40103,borthrop trumbull
40104,borthrop trumbull
40105,peter featherstone
40106,borthrop trumbull
40107,"peter
featherstone"
40108,trumbull
40109,jonah
40110,borthrop trumbull
40111,peel
40112,robert
40113,robert
40114,garth
40115,solomon
40116,mary
40117,trumbull
40118,waule
40119,solomon
40120,trumbull
40121,trumbull
40122,solomon
40123,trumbull
40124,trumbull
40125,waule
40126,solomon
40127,waule
40128,trumbull
40129,waule
40130,borthrop trumbull
40131,waule
40132,borthrop trumbull
40133,garth
40134,jeersteen
40135,mist
40136,waverley
40137,waule
40138,solomon
40139,trumbull
40140,borthrop trumbull
40141,waule
40142,trumbull
40143,trumbull
40144,garth
40145,mary re-
40146,waverley
40147,walter scott
40148,waverley
40149,walter scott
40150,borthrop trumbull
40151,mary
40152,fred vincy
40153,trumbull
40154,garth
40155,mary
40156,solomon
40157,mary
40158,waule
40159,trumbull
40160,waule
40161,solomon
40162,trumbull
40163,solomon
40164,jane
40165,trumbull
40166,jane
40167,solomon
40168,trumbull
40169,henry vi
40170,jane
40171,solomon
40172,trumbull
40173,henry vi
40174,mary garth
40175,mary
40176,mary
40177,mary
40178,vincy
40179,fred
40180,fred
40181,fred
40182,fred
40183,mary
40184,mary
40185,tucker
40186,mary
40187,mary
40188,mary
40189,jonah featherstone
40190,solomon
40191,jane
40192,solomon
40193,waule
40194,mary
40195,mary
40196,mary
40197,mary
40198,mary
40199,mary
40200,peter featherstone
40201,call fred vincy
40202,mary
40203,call fred vincy
40204,mary
40205,jonah
40206,simmons
40207,mary
40208,mary
40209,mary
40210,mary
40211,fatigue
40212,featherstone
40213,mary
40214,mary
40215,peter featherstone
40216,peter featherstone
40217,levity
40218,advance
40219,lacked
40220,peter featherstone
40221,martha
40222,jane
40223,vincy
40224,vincy
40225,cadwallader
40226,peter featherstone
40227,casaubon
40228,cadwallader
40229,casaubon
40230,cadwallader
40231,freshitt
40232,cadwallader
40233,james
40234,lady chettam
40235,lowick
40236,cadwallader
40237,humphrey
40238,lady chettam
40239,casaubon
40240,cush
40241,mizraim
40242,dorothea
40243,dorothea
40244,dorothea
40245,dorothea
40246,dodo
40247,dorothea
40248,cadwallader
40249,cadwallader
40250,lowick
40251,james’s
40252,lowick
40253,james
40254,cadwallader
40255,brooke
40256,casaubon
40257,brooke
40258,dorothea
40259,casaubon
40260,casaubon
40261,cadwallader
40262,lydgate
40263,james
40264,cadwallader
40265,lydgate
40266,james
40267,james
40268,brooke
40269,cadwallader
40270,james
40271,freshitt
40272,cadwallader
40273,humphrey
40274,brooke
40275,dorothea
40276,cadwallader
40277,ladislaw
40278,dorothea
40279,casaubon
40280,brooke
40281,dorothea
40282,casaubon
40283,brooke
40284,dorothea
40285,casaubon
40286,aquinas
40287,casaubon
40288,dorothea
40289,dorothea
40290,lowick
40291,cadwallader
40292,ladislaw
40293,casaubon
40294,james
40295,dorothea
40296,brooke
40297,casaubon
40298,omne
40299,casaubon
40300,dorothea
40301,dorothea
40302,casaubon
40303,will ladislaw
40304,will ladislaw
40305,casaubon
40306,dorothea
40307,cadwallader
40308,celia
40309,casaubon
40310,dorothea
40311,cadwallader
40312,casaubon
40313,brooke
40314,milton
40315,cadwallader
40316,casaubon
40317,brooke
40318,casaubon
40319,que de voir d’héritiers
40320,je reviendrais
40321,le légataire
40322,le légataire
40323,peter featherstone’s
40324,fred vincy
40325,mary garth
40326,solomon
40327,jonah
40328,solomon
40329,jane
40330,martha
40331,martha
40332,jane
40333,trumbull
40334,peter
40335,jonah featherstone
40336,trumbull
40337,solomon
40338,martha
40339,martha
40340,mary garth
40341,caleb garth
40342,rigg
40343,solomon
40344,jonah
40345,waule
40346,borthrop trumbull
40347,waule
40348,trumbull
40349,waule
40350,trumbull
40351,waule
40352,martha
40353,waule
40354,trumbull
40355,waule
40356,martha
40357,peter
40358,martha
40359,cranch
40360,jane
40361,vincy
40362,rigg
40363,vincy
40364,fred
40365,fred
40366,jonah
40367,"mary
garth"
40368,fred
40369,rigg
40370,rigg
40371,standish
40372,standish
40373,standish
40374,peter
40375,standish
40376,solomon
40377,mary garth
40378,mary garth
40379,standish
40380,martha
40381,standish
40382,solomon
40383,standish
40384,mary garth’s
40385,rigg
40386,vincy
40387,peter
40388,peter
40389,garths
40390,vincy
40391,rosamond
40392,peter
40393,garths
40394,vincy
40395,trumbull
40396,peter
40397,jane
40398,martha
40399,cranch
40400,waule
40401,fred vincy
40402,vincy
40403,joshua rigg
40404,rigg
40405,trumbull
40406,mary garth
40407,mary garth
40408,lowick
40409,joshua
40410,rigg
40411,trumbull
40412,mary
40413,vincy
40414,featherstone
40415,borthrop trumbull
40416,garth
40417,jonah featherstone
40418,peter
40419,jonah featherstone
40420,peter
40421,cranch
40422,peter
40423,solomon
40424,peter
40425,waule
40426,solomon
40427,solomon
40428,jonah
40429,solomon
40430,africay
40431,solomon
40432,waule
40433,jonah
40434,joshua rigg
40435,standish
40436,joshua rigg
40437,standish
40438,rigg
40439,vincy
40440,fred
40441,lucy
40442,fred
40443,mary garth
40444,fred
40445,mary
40446,fred
40447,fred
40448,featherstone
40449,fred
40450,mary
40451,mary
40452,rigg featherstone
40453,rigg featherstone
40454,joshua rigg
40455,peter featherstone
40456,lord grey
40457,vincy
40458,vincy
40459,fred
40460,garth
40461,mary
40462,"fred
"
40463,vincy
40464,lucy
40465,vincy
40466,vincy
40467,rosamond
40468,lydgate
40469,willoughby
40470,lydgate
40471,vincy
40472,vincy
40473,rosamond
40474,vincy
40475,lydgate
40476,bulstrode
40477,vincy
40478,lydgate
40479,vincy
40480,vincy
40481,vincy
40482,lydgate
40483,bretton
40484,bretton
40485,lydgate
40486,morgan
40487,mary garth
40488,mary
40489,vincy
40490,vincy
40491,rosamond
40492,vincy
40493,vincy
40494,marry rosamond
40495,vincy
40496,vincy
40497,rosamond
40498,farebrother
40499,vincy
40500,lydgate
40501,aunt bulstrode
40502,vincy
40503,walter
40504,lydgate
40505,bulstrode
40506,harriet
40507,walter
40508,bulstrode
40509,bulstrode
40510,fred
40511,bulstrode
40512,vincy
40513,harriet
40514,bulstrode
40515,vincy
40516,harriet
40517,bulstrode
40518,vincy
40519,bulstrode
40520,bulstrode
40521,bulstrode
40522,lydgate
40523,bulstrode
40524,bretton
40525,lydgate
40526,lydgate
40527,farebrother
40528,eros
40529,lydgate
40530,vincy
40531,rosamond
40532,lydgate
40533,fred
40534,rosamond
40535,rosamond
40536,lydgate
40537,rosamond
40538,lydgate
40539,rosamond
40540,rosamond
40541,rosamond
40542,godwin lydgate’s
40543,rosamond
40544,half nymph
40545,lydgate
40546,vincy
40547,lydgate
40548,lydgate
40549,lydgate
40550,vincy
40551,lydgate
40552,peacock
40553,fred
40554,vincy
40555,vincy
40556,lydgate
40557,arabella hawley
40558,vincy
40559,rosamond
40560,vincy
40561,lydgate
40562,vincy
40563,wrench
40564,wrench
40565,godwin
40566,godwin
40567,lydgate
40568,lydgate
40569,mamma
40570,mamma
40571,rosamond
40572,thrice
40573,unto
40574,vincy
40575,george the fourth
40576,peel
40577,charles james fox
40578,peel
40579,peel
40580,hackbutt
40581,hawley
40582,brooke
40583,hawley
40584,hawley
40585,hawley
40586,hackbutt
40587,huskisson
40588,hawley
40589,hawley
40590,hawley
40591,brooke
40592,brooke
40593,brooke
40594,shelley
40595,brooke
40596,casaubon
40597,casaubon
40598,casaubon
40599,lowick
40600,brooke
40601,casaubon
40602,lowick
40603,casaubon
40604,dorothea
40605,dorothea
40606,will ladislaw
40607,casaubon
40608,casaubon
40609,casaubon
40610,dorothea
40611,dorothea
40612,"thomas
browne"
40613,dorothea
40614,thomas browne
40615,dorothea
40616,lowick
40617,brooke
40618,casaubon
40619,lowick
40620,casaubon
40621,dorothea
40622,dorothea
40623,casaubon
40624,will ladislaw
40625,dorothea
40626,casaubon
40627,dorothea
40628,dante
40629,beatrice
40630,petrarch
40631,laura
40632,dorothea
40633,dante
40634,beatrice
40635,petrarch
40636,laura
40637,dorothea
40638,brooke
40639,lowick
40640,manor
40641,dorothea
40642,will
40643,casaubon
40644,casaubon
40645,dorothea
40646,casaubon
40647,casaubon
40648,dorothea
40649,dorothea
40650,dorothea
40651,dorothea
40652,dorothea
40653,casaubon
40654,dorothea
40655,dorothea
40656,dorothea
40657,casaubon
40658,dorothea
40659,james chettam
40660,dorothea
40661,casaubon
40662,casaubon
40663,dorothea
40664,casaubon
40665,casaubon
40666,casaubon
40667,casaubon
40668,dorothea
40669,dorothea
40670,casaubon
40671,dorothea
40672,dorothea
40673,casaubon
40674,casaubon
40675,casaubon
40676,casaubon
40677,casaubon
40678,dorothea
40679,casaubon
40680,dorothea
40681,casaubon
40682,will ladislaw
40683,dorothea
40684,casaubon
40685,casaubon
40686,casaubon
40687,dorothea
40688,dorothea
40689,brooke
40690,dorothea
40691,dorothea
40692,ladislaw
40693,dorothea
40694,casaubon
40695,casaubon
40696,casaubon
40697,casaubon
40698,casaubon
40699,brooke
40700,casaubon
40701,dorothea
40702,casaubon
40703,casaubon
40704,dorothea
40705,dorothea
40706,casaubon
40707,casaubon
40708,dorothea
40709,casaubon
40710,ladislaw
40711,casaubon
40712,ladislaw
40713,dorothea
40714,ladislaw
40715,casaubon
40716,dorothea
40717,casaubon
40718,ladislaw
40719,dorothea
40720,spanning
40721,dorothea
40722,casaubon
40723,spanning
40724,dorothea
40725,casaubon
40726,casaubon
40727,dorothea
40728,will
40729,dorothea
40730,aunt julia
40731,will
40732,dorothea
40733,dorothea
40734,casaubon
40735,will ladislaw’s
40736,casaubon
40737,will
40738,will
40739,dorothea
40740,will ladislaw
40741,casaubon
40742,casaubon
40743,dorothea
40744,dorothea
40745,casaubon
40746,casaubon
40747,dorothea
40748,dorothea
40749,lowth
40750,dorothea
40751,lowth
40752,dorothea
40753,dorothea
40754,julia
40755,ladislaw
40756,dorothea
40757,ladislaw
40758,casaubon
40759,dorothea
40760,casaubon
40761,dorothea
40762,casaubon
40763,dorothea
40764,ladislaw
40765,dorothea
40766,casaubon
40767,casaubon
40768,young ladislaw
40769,dorothea
40770,will
40771,casaubon
40772,brooke
40773,dorothea
40774,casaubon
40775,dorothea
40776,will ladislaw
40777,dorothea
40778,casaubon
40779,brooke
40780,"james
chettam"
40781,casaubon
40782,dorothea
40783,brooke
40784,casaubon
40785,casaubon
40786,james chettam
40787,dorothea
40788,casaubon
40789,casaubon
40790,james chettam
40791,dorothea
40792,casaubon
40793,brasenose
40794,casaubon
40795,casaubon
40796,lowick manor
40797,guizot
40798,james chettam
40799,brooke
40800,james
40801,brooke
40802,brooke
40803,james
40804,cadwalla
40805,brooke
40806,bulstrode
40807,brooke
40808,james
40809,brooke
40810,oliver
40811,james
40812,brooke
40813,oliver
40814,hawley
40815,hawley
40816,brooke
40817,cadwallader
40818,brooke
40819,cadwallader—“when
40820,james
40821,james
40822,brooke
40823,cadwallader
40824,james
40825,brooke
40826,casaubon
40827,casaubon
40828,james
40829,brooke
40830,ladislaw
40831,casaubon
40832,james
40833,brooke
40834,ladislaw
40835,cadwallader
40836,thomas aquinas
40837,casaubon
40838,james
40839,keck
40840,hawley
40841,brooke
40842,aquinas
40843,cadwallader
40844,james
40845,casaubon
40846,james
40847,brooke
40848,cadwallader
40849,james
40850,garth
40851,james
40852,garth
40853,garth
40854,brooke
40855,garth
40856,brooke
40857,dorothea
40858,james
40859,casaubon
40860,james
40861,cadwallader
40862,james
40863,brooke
40864,cadwallader
40865,james
40866,cadwallader
40867,james
40868,cadwallader
40869,brooke
40870,humphrey
40871,james
40872,brooke
40873,brooke
40874,br
40875,cadwallader
40876,keck
40877,brooke
40878,brooke
40879,leeds
40880,brooke
40881,brooke
40882,satire
40883,edinburgh
40884,james
40885,garth
40886,brooke
40887,cadwallader
40888,brooke
40889,cadwallader
40890,brooke
40891,hawley
40892,hawley
40893,james
40894,bulstrode
40895,cadwallader
40896,james
40897,brooke
40898,james
40899,cadwallader
40900,james
40901,brooke
40902,cadwallader
40903,james
40904,brooke
40905,james
40906,brooke
40907,garth
40908,brooke
40909,brooke
40910,brooke
40911,brooke
40912,james
40913,elinor
40914,brooke
40915,worthies
40916,donne
40917,james chettam
40918,brooke
40919,dorothea
40920,dorothea
40921,brooke
40922,casaubon
40923,brooke
40924,casaubon
40925,dorothea
40926,dorothea
40927,brooke
40928,casaubon
40929,dorothea
40930,ladislaw
40931,dorothea
40932,james
40933,garth
40934,james
40935,brooke
40936,garth
40937,james
40938,brooke
40939,dorothea
40940,kit downes
40941,dagleys
40942,dorothea
40943,will
40944,brooke
40945,dorothea
40946,james
40947,dorothea
40948,dorothea
40949,monk
40950,casaubon
40951,dorothea
40952,casaubon
40953,dorothea
40954,casaubon
40955,dorothea
40956,casaubon
40957,dorothea
40958,casaubon
40959,dorothea
40960,casaubon
40961,dorothea
40962,dorothea
40963,lowick
