sentence,title,author,year,chunk_id,inferred_emotion,sentence_length
"The dream of filling home with comforts, giving Beth
everything she wanted, from strawberries in winter to an organ in her
bedroom, going abroad herself, and always having more than enough, so
that she might indulge in the luxury of charity, had been for",Little Women,Louisa May Alcott,1868,LM_268,joy,44
"But the novel disaster quenched her courage for a time, for
public opinion is a giant which has frightened stouter-hearted Jacks on
bigger beanstalks than hers.",Little Women,Louisa May Alcott,1868,LM_268,fear,26
"Just then she was both, for it was
perfectly evident from the knowing glances exchanged among the
gentlemen that her little fiction of ‘my friend’ was considered a good
joke, and a laugh, produced by some inaudible remark of the editor, as
he closed the door, completed her discomfiture.",Little Women,Louisa May Alcott,1868,LM_270,joy,49
"again, so crumpled and underscored were its
pages and paragraphs, but feeling as a tender parent might on being
asked to cut off her baby’s legs in order that it might fit into a new
cradle, she looked at the marked passages and was surprised to find
that all the moral reflections—which she had carefully put in as
ballast for much romance—had been stricken out.",Little Women,Louisa May Alcott,1868,LM_270,surprise,65
"“Very well, you can have it,” said Jo, handing back the story with a
satisfied air, for after the dollar-a-column work, even twenty-five
seemed good pay.",Little Women,Louisa May Alcott,1868,LM_270,joy,26
"Following Mr. Dashwood’s directions, and making Mrs. Northbury her
model, Jo rashly took a plunge into the frothy sea of sensational
literature, but thanks to the life preserver thrown her by a friend,
she came up again not much the worse for her ducking.",Little Women,Louisa May Alcott,1868,LM_271,joy,44
"But her reverence for
genius received a severe shock that night, and it took her some time to
recover from the discovery that the great creatures were only men and
women after all.",Little Women,Louisa May Alcott,1868,LM_273,surprise,33
"Before the evening was half over, Jo felt so completely disillusioned,
that she sat down in a corner to recover herself.",Little Women,Louisa May Alcott,1868,LM_274,sadness,21
"The conversations were miles
beyond Jo’s comprehension, but she enjoyed it, though Kant and Hegel
were unknown gods, the Subjective and Objective unintelligible terms,
and the only thing ‘evolved from her inner consciousness’ was a bad
headache after it was all over.",Little Women,Louisa May Alcott,1868,LM_274,joy,42
"It dawned upon her gradually that the
world was being picked to pieces, and put together on new and,
according to the talkers, on infinitely better principles than before,
that religion was in a fair way to be reasoned into nothingness, and
intellect was to be the only God.",Little Women,Louisa May Alcott,1868,LM_274,surprise,49
"Jo knew nothing about philosophy or
metaphysics of any sort, but a curious excitement, half pleasurable,
half painful, came over her as she listened with a sense of being
turned adrift into time and space, like a young balloon out on a
holiday.",Little Women,Louisa May Alcott,1868,LM_274,surprise,43
"After the reading came
the lesson, which was a lively one, for Jo was in a gay mood that
night, and the cocked hat kept her eyes dancing with merriment.",Little Women,Louisa May Alcott,1868,LM_275,joy,30
"The
Professor didn’t know what to make of her, and stopped at last to ask
with an air of mild surprise that was irresistible. . .",Little Women,Louisa May Alcott,1868,LM_276,surprise,26
"Now it
occurred to him that she was doing what she was ashamed to own, and it
troubled him.",Little Women,Louisa May Alcott,1868,LM_276,sadness,19
"Ah, Jo, instead of wishing that, thank God that ‘Father and Mother were
particular’, and pity from your heart those who have no such guardians
to hedge them round with principles which may seem like prison walls to
impatient youth, but which will prove sure foundations to build
character upon in womanhood.",Little Women,Louisa May Alcott,1868,LM_278,joy,52
"He helped her in many ways, proving himself a true friend, and Jo was
happy, for while her pen lay idle, she was learning other lessons
besides German, and laying a foundation for the sensation story of her
own life.",Little Women,Louisa May Alcott,1868,LM_279,joy,40
"It was a pleasant winter and a long one, for she did not leave Mrs.
Kirke till June.",Little Women,Louisa May Alcott,1868,LM_279,joy,18
"Fortunately the child was moved to hug her, so she managed to hide her
face an instant, hoping the Professor did not see it.",Little Women,Louisa May Alcott,1868,LM_280,joy,24
"Early as it was, he was at the station next morning to see Jo off, and
thanks to him, she began her solitary journey with the pleasant memory
of a familiar face smiling its farewell, a bunch of violets to keep her
company, and best of all, the happy thought, “Well, the winter’s gone,
and I’ve written no books, earned no fortune, but I’ve made a friend
worth having and I’ll try to keep him all my life.”",Little Women,Louisa May Alcott,1868,LM_280,joy,78
"Laurie thanked her with a look that made her think in a sudden panic,
“Oh, deary me!",Little Women,Louisa May Alcott,1868,LM_281,joy,17
"It’s no use, Jo, we’ve got to have it
out, and the sooner the better for both of us,” he answered, getting
flushed and excited all at once.",Little Women,Louisa May Alcott,1868,LM_281,joy,28
"Laurie was a young lover, but he was in earnest, and meant to ‘have it
out’, if he died in the attempt, so he plunged into the subject with
characteristic impetuousity, saying in a voice that would get choky now
and then, in spite of manful efforts to keep it steady... “I’ve loved you ever since I’ve known you, Jo, couldn’t help it, you’ve
been so good to me.",Little Women,Louisa May Alcott,1868,LM_281,joy,69
"So he just laid his head down on the mossy post, and stood so still
that Jo was frightened.",Little Women,Louisa May Alcott,1868,LM_282,fear,19
"You know it’s impossible for people to make themselves love other
people if they don’t,” cried Jo inelegantly but remorsefully, as she
softly patted his shoulder, remembering the time when he had comforted
her so long ago.",Little Women,Louisa May Alcott,1868,LM_282,sadness,37
"He started as if he had been shot, threw up his head, and cried out in
a fierce tone, “Don’t tell me that, Jo, I can’t bear it now!”",Little Women,Louisa May Alcott,1868,LM_283,anger,29
"Jo wanted to laugh, but restrained herself and said warmly, for she
too, was getting excited with all this, “Don’t swear, Teddy!",Little Women,Louisa May Alcott,1868,LM_283,joy,22
"“I can’t love anyone else, and I’ll never forget you, Jo, Never!",Little Women,Louisa May Alcott,1868,LM_283,joy,12
"“I agree with
Mother that you and I are not suited to each other, because our quick
tempers and strong wills would probably make us very miserable, if we
were so foolish as to...”",Little Women,Louisa May Alcott,1868,LM_283,joy,34
"If you loved me, Jo, I should be a perfect
saint, for you could make me anything you like.”",Little Women,Louisa May Alcott,1868,LM_283,joy,19
"she cried, for his face frightened her.",Little Women,Louisa May Alcott,1868,LM_285,fear,7
"I wish he’d love Beth, perhaps he may
in time, but I begin to think I was mistaken about her.",Little Women,Louisa May Alcott,1868,LM_285,joy,20
"How
can girls like to have lovers and refuse them?",Little Women,Louisa May Alcott,1868,LM_285,surprise,10
"He
found it difficult to understand how any girl could help loving Laurie,
and hoped she would change her mind, but he knew even better than Jo
that love cannot be forced, so he shook his head sadly and resolved to
carry his boy out of harm’s way, for Young Impetuosity’s parting words
to Jo disturbed him more than he would confess.",Little Women,Louisa May Alcott,1868,LM_285,sadness,62
"I’m disappointed, but the
girl can’t help it, and the only thing left for you to do is to go away
for a time.",Little Women,Louisa May Alcott,1868,LM_286,sadness,24
"He was moody,
irritable, and pensive by turns, lost his appetite, neglected his dress
and devoted much time to playing tempestuously on his piano, avoided
Jo, but consoled himself by staring at her from his window, with a
tragic face that haunted her dreams by night and oppressed her with a
heavy sense of guilt by day.",Little Women,Louisa May Alcott,1868,LM_288,sadness,57
"No one spoke of it or seemed aware of it, for it had come too
gradually to startle those who saw her daily, but to eyes sharpened by
absence, it was very plain and a heavy weight fell on Jo’s heart as she
saw her sister’s face.",Little Women,Louisa May Alcott,1868,LM_289,sadness,47
"But when Laurie was gone, and peace prevailed again, the vague anxiety
returned and haunted her.",Little Women,Louisa May Alcott,1868,LM_289,fear,16
"“Is this what made you so unhappy in the autumn, Beth?",Little Women,Louisa May Alcott,1868,LM_290,sadness,11
"You did not feel
it then, and keep it to yourself so long, did you?” asked Jo, refusing
to see or say that it was best, but glad to know that Laurie had no
part in Beth’s trouble.",Little Women,Louisa May Alcott,1868,LM_290,joy,38
"But
when I saw you all so well and strong and full of happy plans, it was
hard to feel that I could never be like you, and then I was miserable,
Jo.”",Little Women,Louisa May Alcott,1868,LM_290,sadness,33
"“Oh, Beth, and you didn’t tell me, didn’t let me comfort and help you?",Little Women,Louisa May Alcott,1868,LM_290,sadness,14
"Jo’s voice was full of tender reproach, and her heart ached to think of
the solitary struggle that must have gone on while Beth learned to say
goodbye to health, love, and life, and take up her cross so cheerfully.",Little Women,Louisa May Alcott,1868,LM_291,sadness,40
"It would have been selfish
to frighten you all when Marmee was so anxious about Meg, and Amy away,
and you so happy with Laurie—at least I thought so then.”",Little Women,Louisa May Alcott,1868,LM_291,fear,30
"“And I thought you loved him, Beth, and I went away because I
couldn’t,” cried Jo, glad to say all the truth.",Little Women,Louisa May Alcott,1868,LM_291,sadness,22
"She did
not rebuke Jo with saintly speeches, only loved her better for her
passionate affection, and clung more closely to the dear human love,
from which our Father never means us to be weaned, but through which He
draws us closer to Himself.",Little Women,Louisa May Alcott,1868,LM_291,joy,44
"She could only sob out, “I try to be
willing,” while she held fast to Jo, as the first bitter wave of this
great sorrow broke over them together.",Little Women,Louisa May Alcott,1868,LM_292,sadness,29
"I couldn’t
seem to imagine myself anything but stupid little Beth, trotting about
at home, of no use anywhere but there.",Little Women,Louisa May Alcott,1868,LM_292,anger,21
"Beth watched it
till it vanished, and her eyes were full of sadness.",Little Women,Louisa May Alcott,1868,LM_292,sadness,13
"Beth smiled and felt
comforted, for the tiny thing seemed to offer its small friendship and
remind her that a pleasant world was still to be enjoyed.",Little Women,Louisa May Alcott,1868,LM_292,joy,27
"See, Jo, how tame it is.",Little Women,Louisa May Alcott,1868,LM_292,joy,6
"You are the gull, Jo, strong and wild, fond of the storm and
the wind, flying far out to sea, and happy all alone.",Little Women,Louisa May Alcott,1868,LM_293,joy,24
"I hope I
shall see her again, but she seems so far away.”",Little Women,Louisa May Alcott,1868,LM_293,joy,13
"“If that’s the way he’s going to grow up, I wish he’d stay a boy,” she
thought, with a curious sense of disappointment and discomfort, trying
meantime to seem quite easy and gay.",Little Women,Louisa May Alcott,1868,LM_295,surprise,33
"“Beth is very poorly, Mother says.",Little Women,Louisa May Alcott,1868,LM_296,sadness,6
"Presently she laughed and showed him a small sketch of Jo in her
scribbling suit, with the bow rampantly erect upon her cap, and issuing
from her mouth the words, ‘Genius burns!’.",Little Women,Louisa May Alcott,1868,LM_296,joy,32
"“This will be a regularly merry Christmas to me, with presents in the
morning, you and letters in the afternoon, and a party at night,” said
Amy, as they alighted among the ruins of the old fort, and a flock of
splendid peacocks came trooping about them, tamely waiting to be fed.",Little Women,Louisa May Alcott,1868,LM_296,joy,52
"“What Jo would give for a sight of that famous speck!” said Amy,
feeling in good spirits and anxious to see him so also.",Little Women,Louisa May Alcott,1868,LM_297,joy,24
"She knew she looked well,
she loved to dance, she felt that her foot was on her native heath in a
ballroom, and enjoyed the delightful sense of power which comes when
young girls first discover the new and lovely kingdom they are born to
rule by virtue of beauty, youth, and womanhood.",Little Women,Louisa May Alcott,1868,LM_299,joy,53
"He dances divinely, but he
will excuse me, as you are an old friend,” said Amy, hoping that the
name would have a good effect, and show Laurie that she was not to be
trifled with.",Little Women,Louisa May Alcott,1868,LM_300,joy,36
"and Amy rubbed her brilliant cheek, and
showed him her white glove with a sober simplicity that made him laugh
outright.",Little Women,Louisa May Alcott,1868,LM_301,joy,21
"Amy rather regretted that last sentence, fearing it wasn’t in good
taste, but Laurie liked her better for it, and found himself both
admiring and respecting the brave patience that made the most of
opportunity, and the cheerful spirit that covered poverty with flowers.",Little Women,Louisa May Alcott,1868,LM_302,sadness,44
"Meg looked
worn and nervous, the babies absorbed every minute of her time, the
house was neglected, and Kitty, the cook, who took life ‘aisy’, kept
him on short commons.",Little Women,Louisa May Alcott,1868,LM_302,fear,30
"The poor man was very uncomfortable, for the children had bereft him of
his wife, home was merely a nursery and the perpetual ‘hushing’ made
him feel like a brutal intruder whenever he entered the sacred
precincts of Babyland.",Little Women,Louisa May Alcott,1868,LM_303,sadness,39
"But the pain increased as
politics absorbed John, who was always running over to discuss
interesting points with Scott, quite unconscious that Meg missed him.",Little Women,Louisa May Alcott,1868,LM_304,sadness,25
"Meg drew her low chair beside her mother’s, and with a little
interruption in either lap, the two women rocked and talked lovingly
together, feeling that the tie of motherhood made them more one than
ever.",Little Women,Louisa May Alcott,1868,LM_304,joy,36
"“I know it, Meg, for I’ve tried it, and I seldom give advice unless
I’ve proved its practicability.",Little Women,Louisa May Alcott,1868,LM_305,joy,18
"“It is so, Mother, and my great wish is to be to my husband and
children what you have been to yours.",Little Women,Louisa May Alcott,1868,LM_305,joy,22
"Then I’d do what I have
often proposed, let Hannah come and help you.",Little Women,Louisa May Alcott,1868,LM_305,joy,14
"You need the exercise, Hannah would enjoy the rest, and John
would find his wife again.",Little Women,Louisa May Alcott,1868,LM_306,joy,16
"So poor Meg sang and rocked, told
stories and tried every sleep-prevoking wile she could devise, but all
in vain, the big eyes wouldn’t shut, and long after Daisy had gone to
byelow, like the chubby little bunch of good nature she was, naughty
Demi lay staring at the light, with the most discouragingly wide-awake
expression of countenance.",Little Women,Louisa May Alcott,1868,LM_307,sadness,58
"He saw it at once and
said with pleased surprise, “Why, little mother, how gay we are
tonight.",Little Women,Louisa May Alcott,1868,LM_307,surprise,18
"“Ditto, ditto, Mr. Brooke,” laughed Meg, looking young and pretty
again, as she nodded to him over the teapot.",Little Women,Louisa May Alcott,1868,LM_307,joy,19
"But even that refuge proved unavailing, for he was delivered over to
the enemy, with a “Be gentle with him, John,” which struck the culprit
with dismay, for when Mamma deserted him, then the judgment day was at
hand.",Little Women,Louisa May Alcott,1868,LM_308,sadness,39
"When John came down at last, expecting to find a pensive or reproachful
wife, he was agreeably surprised to find Meg placidly trimming a
bonnet, and to be greeted with the request to read something about the
election, if he was not too tired.",Little Women,Louisa May Alcott,1868,LM_310,surprise,44
"John laughed, and watched her for a minute, as she poised a pretty
little preparation of lace and flowers on her hand, and regarded it
with the genuine interest which his harangue had failed to waken.",Little Women,Louisa May Alcott,1868,LM_310,joy,36
"“Well, I had a talk with Marmee the other day, and told her how nervous
and cross and out of sorts I felt, and she said I needed change and
less care, so Hannah is to help me with the children, and I’m to see to
things about the house more, and now and then have a little fun, just
to keep me from getting to be a fidgety, broken-down old woman before
my time.",Little Women,Louisa May Alcott,1868,LM_311,joy,75
"He rather missed the ‘petting’ he used to receive, and enjoyed a
taste of it again, for no attentions, however flattering, from
strangers, were half so pleasant as the sisterly adoration of the girls
at home.",Little Women,Louisa May Alcott,1868,LM_312,joy,36
"Did you ever see such
roses?” asked Amy, pausing on the terrace to enjoy the view, and a
luxurious whiff of perfume that came wandering by.",Little Women,Louisa May Alcott,1868,LM_314,surprise,26
"“It’s good advice, you’d better take it and save your fingers,” she
said, thinking her speech amused him.",Little Women,Louisa May Alcott,1868,LM_314,joy,18
"I intend to work hard,”
said Amy in her most energetic tone.",Little Women,Louisa May Alcott,1868,LM_315,joy,12
"That satisfied her and set at rest the doubts that had begun to worry
her lately.",Little Women,Louisa May Alcott,1868,LM_315,joy,16
"When do you begin your great work of art, Raphaella?” he
asked, changing the subject abruptly after another pause, in which he
had been wondering if Amy knew his secret and wanted to talk about it.",Little Women,Louisa May Alcott,1868,LM_316,surprise,36
"Quite right and
proper, as the world goes, but it sounds odd from the lips of one of
your mother’s girls.”",Little Women,Louisa May Alcott,1868,LM_317,joy,21
"“I wish you’d do me the favor to rouse yourself a little,” she said
sharply.",Little Women,Louisa May Alcott,1868,LM_317,joy,15
"If she had even said ‘I hate you’ in a petulant or coquettish tone, he
would have laughed and rather liked it, but the grave, almost sad,
accent in her voice made him open his eyes, and ask quickly...",Little Women,Louisa May Alcott,1868,LM_317,joy,39
"“Yes, very selfish,” continued Amy, in a calm, cool voice, twice as
effective just then as an angry one.",Little Women,Louisa May Alcott,1868,LM_318,joy,19
"In a minute a hand came down over the page, so that she could not draw,
and Laurie’s voice said, with a droll imitation of a penitent child, “I
will be good, oh, I will be good!”",Little Women,Louisa May Alcott,1868,LM_318,joy,37
"You are not a dandy, thank Heaven, so I’m glad to see there are
no diamonds or big seal rings on it, only the little old one Jo gave
you so long ago.",Little Women,Louisa May Alcott,1868,LM_318,joy,33
"Dear soul, I wish she was here to help me!”",Little Women,Louisa May Alcott,1868,LM_318,joy,10
"Why, I
was sure she loved you dearly.”",Little Women,Louisa May Alcott,1868,LM_319,joy,8
"The hard, bitter look came back again as he said that, and it troubled
Amy, for she did not know what balm to apply.",Little Women,Louisa May Alcott,1868,LM_320,sadness,24
"“I’d take it manfully, and be respected if I couldn’t be loved,” said
Amy, with the decision of one who knew nothing about it.",Little Women,Louisa May Alcott,1868,LM_320,joy,24
"Why don’t you do
something splendid, and make her love you?”",Little Women,Louisa May Alcott,1868,LM_320,surprise,11
"“I did fail, say what you will, for Jo wouldn’t love me,” began Laurie,
leaning his head on his hand in a despondent attitude.",Little Women,Louisa May Alcott,1868,LM_320,sadness,24
"Love Jo all your days, if you choose, but don’t let it spoil you, for
it’s wicked to throw away so many good gifts because you can’t have the
one you want.",Little Women,Louisa May Alcott,1868,LM_320,joy,32
"There, I won’t lecture any more, for I know you’ll wake
up and be a man in spite of that hardhearted girl.”",Little Women,Louisa May Alcott,1868,LM_320,joy,22
"he said, with a genuine surprise and pleasure at
her skill, adding, with a half-laugh, “Yes, that’s me.”",Little Women,Louisa May Alcott,1868,LM_321,surprise,18
"That satisfied her, and
without waiting for him to speak, she said, in her sprightly way...",Little Women,Louisa May Alcott,1868,LM_321,joy,16
"Meg and Beth were frightened, but Jo clapped and pranced,
and I sat on the fence and drew you.",Little Women,Louisa May Alcott,1868,LM_321,fear,19
"“Goodbye, dear,” and with these words, uttered in the tone she liked,
Laurie left her, after a handshake almost painful in its heartiness.",Little Women,Louisa May Alcott,1868,LM_322,sadness,23
"I’m glad he’s gone,” said Amy, with an approving smile.",Little Women,Louisa May Alcott,1868,LM_322,joy,10
"The
next minute her face fell as she glanced about the empty room, adding,
with an involuntary sigh, “Yes, I am glad, but how I shall miss him.”",Little Women,Louisa May Alcott,1868,LM_322,sadness,28
"They put away their grief, and each did his or her part toward
making that last year a happy one.",Little Women,Louisa May Alcott,1868,LM_322,joy,20
"The pleasantest room in the house was set apart for Beth, and in it was
gathered everything that she most loved, flowers, pictures, her piano,
the little worktable, and the beloved pussies.",Little Women,Louisa May Alcott,1868,LM_322,joy,32
"The first few months were very happy ones, and Beth often used to look
round, and say “How beautiful this is!”",Little Women,Louisa May Alcott,1868,LM_323,joy,21
"It was well for all that this peaceful time was given them as
preparation for the sad hours to come, for by-and-by, Beth said the
needle was ‘so heavy’, and put it down forever.",Little Women,Louisa May Alcott,1868,LM_323,sadness,34
"Talking wearied her,
faces troubled her, pain claimed her for its own, and her tranquil
spirit was sorrowfully perturbed by the ills that vexed her feeble
flesh.",Little Women,Louisa May Alcott,1868,LM_323,sadness,27
"Such heavy days, such long, long nights, such aching
hearts and imploring prayers, when those who loved her best were forced
to see the thin hands stretched out to them beseechingly, to hear the
bitter cry, “Help me, help me!” and to feel that there was no help.",Little Women,Louisa May Alcott,1868,LM_323,sadness,48
"Often when she woke Jo found Beth reading in her well-worn little book,
heard her singing softly, to beguile the sleepless night, or saw her
lean her face upon her hands, while slow tears dropped through the
transparent fingers, and Jo would lie watching her with thoughts too
deep for tears, feeling that Beth, in her simple, unselfish way, was
trying to wean herself from the dear old life, and fit herself for the
life to come, by sacred words of comfort, quiet prayers, and the music
she loved so well.",Little Women,Louisa May Alcott,1868,LM_324,joy,91
"Henceforth, safe across the river,
I shall see forever more
A beloved, household spirit
Waiting for me on the shore.
Hope and faith, born of my sorrow,
Guardian angels shall become,
And the sister gone before me
By their hands shall lead me home.",Little Women,Louisa May Alcott,1868,LM_325,sadness,44
"Blurred and blotted, faulty and feeble as the lines were, they brought
a look of inexpressible comfort to Beth’s face, for her one regret had
been that she had done so little, and this seemed to assure her that
her life had not been useless, that her death would not bring the
despair she feared.",Little Women,Louisa May Alcott,1868,LM_325,sadness,55
"Have I been all that to you, Jo?”",Little Women,Louisa May Alcott,1868,LM_325,surprise,8
"and then and there Jo renounced her old ambition,
pledged herself to a new and better one, acknowledging the poverty of
other desires, and feeling the blessed solace of a belief in the
immortality of love.",Little Women,Louisa May Alcott,1868,LM_326,joy,36
"With tears and prayers and tender hands, Mother and sisters made her
ready for the long sleep that pain would never mar again, seeing with
grateful eyes the beautiful serenity that soon replaced the pathetic
patience that had wrung their hearts so long, and feeling with reverent
joy that to their darling death was a benignant angel, not a phantom
full of dread.",Little Women,Louisa May Alcott,1868,LM_326,joy,63
"But a bird sang
blithely on a budding bough, close by, the snowdrops blossomed freshly
at the window, and the spring sunshine streamed in like a benediction
over the placid face upon the pillow, a face so full of painless peace
that those who loved it best smiled through their tears, and thanked
God that Beth was well at last.",Little Women,Louisa May Alcott,1868,LM_326,joy,60
“Go and do something splendid that will make her love you.”,Little Women,Louisa May Alcott,1868,LM_327,joy,11
"Laurie thought that the task of forgetting his love for Jo would absorb
all his powers for years, but to his great surprise he discovered it
grew easier every day.",Little Women,Louisa May Alcott,1868,LM_329,surprise,30
"“Well, he was a great man, and when he couldn’t have one sister he took
the other, and was happy.”",Little Women,Louisa May Alcott,1868,LM_330,joy,20
"Poor little girl, it will be a sad going home for
her, I’m afraid,” and Laurie opened his desk, as if writing to Amy had
been the proper conclusion of the sentence left unfinished some weeks
before.",Little Women,Louisa May Alcott,1868,LM_330,fear,37
"Fred Vaughn had returned, and put the question to which she had once
decided to answer, “Yes, thank you,” but now she said, “No, thank you,”
kindly but steadily, for when the time came, her courage failed her,
and she found that something more than money and position was needed to
satisfy the new longing that filled her heart so full of tender hopes
and fears.",Little Women,Louisa May Alcott,1868,LM_331,joy,66
"It troubled her to
remember that now, she wished she could take it back, it sounded so
unwomanly.",Little Women,Louisa May Alcott,1868,LM_331,sadness,18
"With that he heaved a great sigh, and then, as if he had discharged his
duty to the past, put his feet up on the sofa and enjoyed Amy’s letter
luxuriously.",Little Women,Louisa May Alcott,1868,LM_332,joy,31
"The sad news
met her at Vevay, for the heat had driven them from Nice in May, and
they had travelled slowly to Switzerland, by way of Genoa and the
Italian lakes.",Little Women,Louisa May Alcott,1868,LM_332,sadness,32
"She bore it very well, and quietly submitted to the
family decree that she should not shorten her visit, for since it was
too late to say goodbye to Beth, she had better stay, and let absence
soften her sorrow.",Little Women,Louisa May Alcott,1868,LM_332,sadness,40
"But her heart was very heavy, she longed to be at
home, and every day looked wistfully across the lake, waiting for
Laurie to come and comfort her.",Little Women,Louisa May Alcott,1868,LM_332,sadness,28
"Everything about her mutely
suggested love and sorrow, the blotted letters in her lap, the black
ribbon that tied up her hair, the womanly pain and patience in her
face, even the little ebony cross at her throat seemed pathetic to
Laurie, for he had given it to her, and she wore it as her only
ornament.",Little Women,Louisa May Alcott,1868,LM_333,sadness,57
"He did
not tell her so, but she was not disappointed, for both felt the truth,
were satisfied, and gladly left the rest to silence.",Little Women,Louisa May Alcott,1868,LM_333,joy,25
"It was such a surprise to look up and find you, just as I was
beginning to fear you wouldn’t come,” she said, trying in vain to speak
quite naturally.",Little Women,Louisa May Alcott,1868,LM_334,surprise,30
"I wish I could say something to comfort you
for the loss of dear little Beth, but I can only feel, and...”",Little Women,Louisa May Alcott,1868,LM_334,joy,22
"“Beth is
well and happy, and I mustn’t wish her back, but I dread the going
home, much as I long to see them all.",Little Women,Louisa May Alcott,1868,LM_334,fear,25
"He felt more at ease upon
his legs, and Amy found it pleasant to have a strong arm to lean upon,
a familiar face to smile at her, and a kind voice to talk delightfully
for her alone.",Little Women,Louisa May Alcott,1868,LM_334,joy,38
"For an hour this new pair walked
and talked, or rested on the wall, enjoying the sweet influences which
gave such a charm to time and place, and when an unromantic dinner bell
warned them away, Amy felt as if she left her burden of loneliness and
sorrow behind her in the chateau garden.",Little Women,Louisa May Alcott,1868,LM_335,joy,54
"But when
the helpful voice was silent, the daily lesson over, the beloved
presence gone, and nothing remained but loneliness and grief, then Jo
found her promise very hard to keep.",Little Women,Louisa May Alcott,1868,LM_337,sadness,31
"How could she ‘comfort Father and
Mother’ when her own heart ached with a ceaseless longing for her
sister, how could she ‘make the house cheerful’ when all its light and
warmth and beauty seemed to have deserted it when Beth left the old
home for the new, and where in all the world could she ‘find some
useful, happy work to do’, that would take the place of the loving
service which had been its own reward?",Little Women,Louisa May Alcott,1868,LM_337,sadness,78
"She tried in a blind, hopeless
way to do her duty, secretly rebelling against it all the while, for it
seemed unjust that her few joys should be lessened, her burdens made
heavier, and life get harder and harder as she toiled along.",Little Women,Louisa May Alcott,1868,LM_337,sadness,43
"It was not
fair, for she tried more than Amy to be good, but never got any reward,
only disappointment, trouble and hard work.",Little Women,Louisa May Alcott,1868,LM_337,sadness,24
"Poor Jo, these were dark days to her, for something like despair came
over her when she thought of spending all her life in that quiet house,
devoted to humdrum cares, a few small pleasures, and the duty that
never seemed to grow any easier.",Little Women,Louisa May Alcott,1868,LM_337,sadness,45
"Often she started up at night,
thinking Beth called her, and when the sight of the little empty bed
made her cry with the bitter cry of unsubmissive sorrow, “Oh, Beth,
come back!",Little Women,Louisa May Alcott,1868,LM_337,sadness,33
"For, as quick to hear her sobbing as she had been to hear her
sister’s faintest whisper, her mother came to comfort her, not with
words only, but the patient tenderness that soothes by a touch, tears
that were mute reminders of a greater grief than Jo’s, and broken
whispers, more eloquent than prayers, because hopeful resignation went
hand-in-hand with natural sorrow.",Little Women,Louisa May Alcott,1868,LM_337,sadness,62
"Feeling this, Jo’s burden
seemed easier to bear, duty grew sweeter, and life looked more
endurable, seen from the safe shelter of her mother’s arms.",Little Women,Louisa May Alcott,1868,LM_338,joy,25
"Then, sitting in Beth’s little chair close beside him, Jo told her
troubles, the resentful sorrow for her loss, the fruitless efforts that
discouraged her, the want of faith that made life look so dark, and all
the sad bewilderment which we call despair.",Little Women,Louisa May Alcott,1868,LM_338,sadness,44
"For the time had come when they could talk together not
only as father and daughter, but as man and woman, able and glad to
serve each other with mutual sympathy as well as mutual love.",Little Women,Louisa May Alcott,1868,LM_338,joy,36
"Happy,
thoughtful times there in the old study which Jo called ‘the church of
one member’, and from which she came with fresh courage, recovered
cheerfulness, and a more submissive spirit.",Little Women,Louisa May Alcott,1868,LM_338,joy,31
"As they sat sewing together, Jo discovered how much improved her sister
Meg was, how well she could talk, how much she knew about good, womanly
impulses, thoughts, and feelings, how happy she was in husband and
children, and how much they were all doing for each other.",Little Women,Louisa May Alcott,1868,LM_338,joy,48
"Meg laughed, for she was glad to see a glimmer of Jo’s old spirit, but
she felt it her duty to enforce her opinion by every argument in her
power, and the sisterly chats were not wasted, especially as two of
Meg’s most effective arguments were the babies, whom Jo loved tenderly.",Little Women,Louisa May Alcott,1868,LM_339,joy,52
"Grief is the best opener of some hearts, and Jo’s was nearly ready for
the bag.",Little Women,Louisa May Alcott,1868,LM_339,sadness,16
"Jo
had got so far, she was learning to do her duty, and to feel unhappy if
she did not, but to do it cheerfully, ah, that was another thing!",Little Women,Louisa May Alcott,1868,LM_339,joy,30
"She
had often said she wanted to do something splendid, no matter how hard,
and now she had her wish, for what could be more beautiful than to
devote her life to Father and Mother, trying to make home as happy to
them as they had to her?",Little Women,Louisa May Alcott,1868,LM_339,joy,48
"And if difficulties were necessary to increase
the splendor of the effort, what could be harder for a restless,
ambitious girl than to give up her own hopes, plans, and desires, and
cheerfully live for others?",Little Women,Louisa May Alcott,1868,LM_340,surprise,36
"That always used to make you happy,” said her
mother once, when the desponding fit over-shadowed Jo.",Little Women,Louisa May Alcott,1868,LM_340,joy,17
"Jo never knew how it happened, but something got
into that story that went straight to the hearts of those who read it,
for when her family had laughed and cried over it, her father sent it,
much against her will, to one of the popular magazines, and to her
utter surprise, it was not only paid for, but others requested.",Little Women,Louisa May Alcott,1868,LM_340,surprise,61
"“There is truth in it, Jo, that’s the secret.",Little Women,Louisa May Alcott,1868,LM_340,joy,9
"“Yes, I hoped it would be so, ever since Amy wrote that she had refused
Fred.",Little Women,Louisa May Alcott,1868,LM_341,joy,16
"“Now, Mother, did you really think I could be so silly and selfish,
after I’d refused his love, when it was freshest, if not best?”",Little Women,Louisa May Alcott,1868,LM_341,anger,25
"“No, Mother, it is better as it is, and I’m glad Amy has learned to
love him.",Little Women,Louisa May Alcott,1868,LM_341,joy,17
"“I’m glad of that, Jo, for it shows that you are getting on.",Little Women,Louisa May Alcott,1868,LM_341,joy,13
